cp,u,r,f_A,f_B,abs_dr_du
3.00000000,0.30000000,0.74760766,0.72617470,0.64641379,0.33982166
3.06666667,0.30000000,0.73982008,0.71785830,0.63633992,0.33628185
3.13333333,0.30000000,0.73219306,0.70972184,0.62652502,0.33281503
3.20000000,0.30000000,0.72472171,0.70175965,0.61695985,0.32941896
3.26666667,0.30000000,0.71740129,0.69396628,0.60763562,0.32609149
3.33333333,0.30000000,0.71022727,0.68633647,0.59854391,0.32283058
3.40000000,0.30000000,0.70319532,0.67886523,0.58967669,0.31963424
3.46666667,0.30000000,0.69630125,0.67154774,0.58102626,0.31650057
3.53333333,0.30000000,0.68954104,0.66437936,0.57258528,0.31342775
3.60000000,0.30000000,0.68291084,0.65735566,0.56434672,0.31041402
3.66666667,0.30000000,0.67640693,0.65047237,0.55630385,0.30745769
3.73333333,0.30000000,0.67002573,0.64372537,0.54845023,0.30455715
3.80000000,0.30000000,0.66376381,0.63711074,0.54077966,0.30171082
3.86666667,0.30000000,0.65761785,0.63062466,0.53328625,0.29891720
3.93333333,0.30000000,0.65158465,0.62426348,0.52596430,0.29617484
4.00000000,0.30000000,0.64566116,0.61802369,0.51880839,0.29348234
4.06666667,0.30000000,0.63984439,0.61190190,0.51181328,0.29083836
4.13333333,0.30000000,0.63413149,0.60589484,0.50497396,0.28824159
4.20000000,0.30000000,0.62851971,0.59999937,0.49828562,0.28569078
4.26666667,0.30000000,0.62300638,0.59421244,0.49174363,0.28318472
4.33333333,0.30000000,0.61758893,0.58853115,0.48534354,0.28072224
4.40000000,0.30000000,0.61226489,0.58295266,0.47908110,0.27830222
4.46666667,0.30000000,0.60703186,0.57747426,0.47295217,0.27592357
4.53333333,0.30000000,0.60188752,0.57209331,0.46695282,0.27358524
4.60000000,0.30000000,0.59682964,0.56680728,0.46107925,0.27128620
4.66666667,0.30000000,0.59185606,0.56161372,0.45532778,0.26902548
4.73333333,0.30000000,0.58696469,0.55651026,0.44969490,0.26680213
4.80000000,0.30000000,0.58215350,0.55149460,0.44417721,0.26461523
4.86666667,0.30000000,0.57742055,0.54656455,0.43877144,0.26246388
4.93333333,0.30000000,0.57276393,0.54171795,0.43347444,0.26034724
5.00000000,0.30000000,0.56818182,0.53695274,0.42828316,0.25826446
5.06666667,0.30000000,0.56367244,0.53226693,0.42319468,0.25621474
5.13333333,0.30000000,0.55923407,0.52765856,0.41820617,0.25419731
5.20000000,0.30000000,0.55486506,0.52312577,0.41331490,0.25221139
5.26666667,0.30000000,0.55056378,0.51866674,0.40851824,0.25025626
5.33333333,0.30000000,0.54632867,0.51427971,0.40381364,0.24833121
5.40000000,0.30000000,0.54215822,0.50996298,0.39919866,0.24643556
5.46666667,0.30000000,0.53805096,0.50571491,0.39467091,0.24456862
5.53333333,0.30000000,0.53400547,0.50153388,0.39022812,0.24272976
5.60000000,0.30000000,0.53002035,0.49741835,0.38586805,0.24091834
5.66666667,0.30000000,0.52609428,0.49336681,0.38158858,0.23913376
5.73333333,0.30000000,0.52222594,0.48937782,0.37738763,0.23737543
5.80000000,0.30000000,0.51841407,0.48544994,0.37326319,0.23564276
5.86666667,0.30000000,0.51465744,0.48158182,0.36921334,0.23393520
5.93333333,0.30000000,0.51095487,0.47777212,0.36523620,0.23225221
6.00000000,0.30000000,0.50730519,0.47401954,0.36132995,0.23059327
6.06666667,0.30000000,0.50370729,0.47032283,0.35749284,0.22895786
6.13333333,0.30000000,0.50016005,0.46668076,0.35372316,0.22734548
6.20000000,0.30000000,0.49666243,0.46309217,0.35001928,0.22575565
6.26666667,0.30000000,0.49321338,0.45955589,0.34637958,0.22418790
6.33333333,0.30000000,0.48981191,0.45607081,0.34280253,0.22264178
6.40000000,0.30000000,0.48645704,0.45263584,0.33928662,0.22111683
6.46666667,0.30000000,0.48314780,0.44924992,0.33583041,0.21961264
6.53333333,0.30000000,0.47988329,0.44591203,0.33243248,0.21812877
6.60000000,0.30000000,0.47666260,0.44262117,0.32909146,0.21666482
6.66666667,0.30000000,0.47348485,0.43937637,0.32580604,0.21522039
6.73333333,0.30000000,0.47034919,0.43617668,0.32257492,0.21379509
6.80000000,0.30000000,0.46725478,0.43302117,0.31939686,0.21238854
6.86666667,0.30000000,0.46420083,0.42990897,0.31627064,0.21100038
6.93333333,0.30000000,0.46118654,0.42683919,0.31319508,0.20963025
7.00000000,0.30000000,0.45821114,0.42381099,0.31016906,0.20827779
7.06666667,0.30000000,0.45527389,0.42082354,0.30719145,0.20694268
7.13333333,0.30000000,0.45237406,0.41787603,0.30426118,0.20562457
7.20000000,0.30000000,0.44951093,0.41496769,0.30137720,0.20432315
7.26666667,0.30000000,0.44668382,0.41209775,0.29853849,0.20303810
7.33333333,0.30000000,0.44389205,0.40926546,0.29574407,0.20176911
7.40000000,0.30000000,0.44113495,0.40647011,0.29299297,0.20051589
7.46666667,0.30000000,0.43841190,0.40371098,0.29028427,0.19927813
7.53333333,0.30000000,0.43572225,0.40098739,0.28761704,0.19805557
7.60000000,0.30000000,0.43306541,0.39829866,0.28499041,0.19684791
7.66666667,0.30000000,0.43044077,0.39564414,0.28240352,0.19565490
7.73333333,0.30000000,0.42784775,0.39302320,0.27985553,0.19447625
7.80000000,0.30000000,0.42528579,0.39043520,0.27734562,0.19331172
7.86666667,0.30000000,0.42275433,0.38787954,0.27487301,0.19216106
7.93333333,0.30000000,0.42025282,0.38535563,0.27243692,0.19102401
8.00000000,0.30000000,0.41778075,0.38286288,0.27003660,0.18990034
0.00000000,0.31250000,1.42857143,1.00000000,1.00000000,0.65306122
0.06666667,0.31250000,1.40056022,1.00000000,1.00000000,0.64025610
0.13333333,0.31250000,1.37362637,1.00000000,1.00000000,0.62794349
0.20000000,0.31250000,1.34770889,1.00000000,1.00000000,0.61609549
0.26666667,0.31250000,1.32275132,1.00000000,1.00000000,0.60468632
0.33333333,0.31250000,1.29870130,1.00000000,1.00000000,0.59369202
0.40000000,0.31250000,1.27551020,1.00000000,1.00000000,0.58309038
0.46666667,0.31250000,1.25313283,1.00000000,1.00000000,0.57286072
0.53333333,0.31250000,1.23152709,1.00000000,1.00000000,0.56298381
0.60000000,0.31250000,1.21065375,1.00000000,1.00000000,0.55344172
0.66666667,0.31250000,1.19047619,1.00000000,1.00000000,0.54421769
0.73333333,0.31250000,1.17096019,1.00000000,1.00000000,0.53529609
0.80000000,0.31250000,1.15207373,1.00000000,1.00000000,0.52666228
0.86666667,0.31250000,1.13378685,1.00000000,1.00000000,0.51830256
0.93333333,0.31250000,1.11607143,1.00000000,1.00000000,0.51020408
1.00000000,0.31250000,1.09890110,1.00000000,1.00000000,0.50235479
1.06666667,0.31250000,1.08225108,1.00000000,1.00000000,0.49474335
1.13333333,0.31250000,1.06609808,1.00000000,1.00000000,0.48735912
1.20000000,0.31250000,1.05042017,1.00000000,1.00000000,0.48019208
1.26666667,0.31250000,1.03519669,1.00000000,1.00000000,0.47323277
1.33333333,0.31250000,1.02040816,1.00000000,1.00000000,0.46647230
1.40000000,0.31250000,1.00603622,1.00000000,1.00000000,0.45990227
1.46666667,0.31250000,0.99206349,0.99127331,0.98811889,0.45351474
1.53333333,0.31250000,0.97847358,0.97634659,0.96788477,0.44730221
1.60000000,0.31250000,0.96525097,0.96184318,0.94833192,0.44125758
1.66666667,0.31250000,0.95238095,0.94774559,0.92942864,0.43537415
1.73333333,0.31250000,0.93984962,0.93403728,0.91114513,0.42964554
1.80000000,0.31250000,0.92764378,0.92070259,0.89345330,0.42406573
1.86666667,0.31250000,0.91575092,0.90772667,0.87632670,0.41862899
1.93333333,0.31250000,0.90415913,0.89509547,0.85974035,0.41332989
2.00000000,0.31250000,0.89285714,0.88279563,0.84367070,0.40816327
2.06666667,0.31250000,0.88183422,0.87081448,0.82809549,0.40312421
2.13333333,0.31250000,0.87108014,0.85913997,0.81299368,0.39820806
2.20000000,0.31250000,0.86058520,0.84776066,0.79834536,0.39341038
2.26666667,0.31250000,0.85034014,0.83666566,0.78413171,0.38872692
2.33333333,0.31250000,0.84033613,0.82584462,0.77033487,0.38415366
2.40000000,0.31250000,0.83056478,0.81528765,0.75693793,0.37968676
2.46666667,0.31250000,0.82101806,0.80498536,0.74392485,0.37532254
2.53333333,0.31250000,0.81168831,0.79492878,0.73128041,0.37105751
2.60000000,0.31250000,0.80256822,0.78510936,0.71899014,0.36688833
2.66666667,0.31250000,0.79365079,0.77551892,0.70704032,0.36281179
2.73333333,0.31250000,0.78492936,0.76614969,0.69541789,0.35882485
2.80000000,0.31250000,0.77639752,0.75699420,0.68411042,0.35492458
2.86666667,0.31250000,0.76804916,0.74804533,0.67310610,0.35110819
2.93333333,0.31250000,0.75987842,0.73929628,0.66239366,0.34737299
3.00000000,0.31250000,0.75187970,0.73074053,0.65196238,0.34371643
3.06666667,0.31250000,0.74404762,0.72237183,0.64180205,0.34013605
3.13333333,0.31250000,0.73637703,0.71418422,0.63190290,0.33662950
3.20000000,0.31250000,0.72886297,0.70617197,0.62225563,0.33319450
3.26666667,0.31250000,0.72150072,0.69832959,0.61285136,0.32982890
3.33333333,0.31250000,0.71428571,0.69065182,0.60368161,0.32653061
3.40000000,0.31250000,0.70721358,0.68313360,0.59473827,0.32329764
3.46666667,0.31250000,0.70028011,0.67577010,0.58601359,0.32012805
3.53333333,0.31250000,0.69348128,0.66855665,0.57750016,0.31702001
3.60000000,0.31250000,0.68681319,0.66148879,0.56919089,0.31397174
3.66666667,0.31250000,0.68027211,0.65456221,0.56107898,0.31098154
3.73333333,0.31250000,0.67385445,0.64777280,0.55315794,0.30804775
3.80000000,0.31250000,0.66755674,0.64111658,0.54542153,0.30516880
3.86666667,0.31250000,0.66137566,0.63458972,0.53786380,0.30234316
3.93333333,0.31250000,0.65530799,0.62818855,0.53047900,0.29956937
4.00000000,0.31250000,0.64935065,0.62190952,0.52326166,0.29684601
4.06666667,0.31250000,0.64350064,0.61574924,0.51620651,0.29417172
4.13333333,0.31250000,0.63775510,0.60970441,0.50930849,0.29154519
4.20000000,0.31250000,0.63211125,0.60377187,0.50256273,0.28896514
4.26666667,0.31250000,0.62656642,0.59794856,0.49596459,0.28643036
4.33333333,0.31250000,0.62111801,0.59223155,0.48950957,0.28393966
4.40000000,0.31250000,0.61576355,0.58661798,0.48319337,0.28149191
4.46666667,0.31250000,0.61050061,0.58110513,0.47701183,0.27908599
4.53333333,0.31250000,0.60532688,0.57569035,0.47096099,0.27672086
4.60000000,0.31250000,0.60024010,0.57037109,0.46503700,0.27439547
4.66666667,0.31250000,0.59523810,0.56514487,0.45923616,0.27210884
4.73333333,0.31250000,0.59031877,0.56000932,0.45355493,0.26986001
4.80000000,0.31250000,0.58548009,0.55496213,0.44798988,0.26764804
4.86666667,0.31250000,0.58072009,0.55000107,0.44253771,0.26547204
4.93333333,0.31250000,0.57603687,0.54512401,0.43719523,0.26333114
5.00000000,0.31250000,0.57142857,0.54032884,0.43195940,0.26122449
5.06666667,0.31250000,0.56689342,0.53561356,0.42682724,0.25915128
5.13333333,0.31250000,0.56242970,0.53097622,0.42179591,0.25711072
5.20000000,0.31250000,0.55803571,0.52641493,0.41686266,0.25510204
5.26666667,0.31250000,0.55370986,0.52192786,0.41202482,0.25312451
5.33333333,0.31250000,0.54945055,0.51751325,0.40727984,0.25117739
5.40000000,0.31250000,0.54525627,0.51316938,0.40262525,0.24926001
5.46666667,0.31250000,0.54112554,0.50889459,0.39805864,0.24737168
5.53333333,0.31250000,0.53705693,0.50468728,0.39357770,0.24551174
5.60000000,0.31250000,0.53304904,0.50054587,0.38918021,0.24367956
5.66666667,0.31250000,0.52910053,0.49646886,0.38486400,0.24187453
5.73333333,0.31250000,0.52521008,0.49245478,0.38062699,0.24009604
5.80000000,0.31250000,0.52137643,0.48850221,0.37646716,0.23834351
5.86666667,0.31250000,0.51759834,0.48460977,0.37238255,0.23661639
5.93333333,0.31250000,0.51387461,0.48077611,0.36837127,0.23491411
6.00000000,0.31250000,0.51020408,0.47699994,0.36443149,0.23323615
6.06666667,0.31250000,0.50658561,0.47327998,0.36056144,0.23158199
6.13333333,0.31250000,0.50301811,0.46961502,0.35675940,0.22995114
6.20000000,0.31250000,0.49950050,0.46600387,0.35302372,0.22834309
6.26666667,0.31250000,0.49603175,0.46244535,0.34935278,0.22675737
6.33333333,0.31250000,0.49261084,0.45893836,0.34574503,0.22519353
6.40000000,0.31250000,0.48923679,0.45548179,0.34219894,0.22365110
6.46666667,0.31250000,0.48590865,0.45207459,0.33871306,0.22212967
6.53333333,0.31250000,0.48262548,0.44871571,0.33528596,0.22062879
6.60000000,0.31250000,0.47938639,0.44540416,0.33191627,0.21914806
6.66666667,0.31250000,0.47619048,0.44213895,0.32860265,0.21768707
6.73333333,0.31250000,0.47303690,0.43891914,0.32534379,0.21624544
6.80000000,0.31250000,0.46992481,0.43574380,0.32213845,0.21482277
6.86666667,0.31250000,0.46685341,0.43261202,0.31898540,0.21341870
6.93333333,0.31250000,0.46382189,0.42952294,0.31588344,0.21203287
7.00000000,0.31250000,0.46082949,0.42647570,0.31283144,0.21066491
7.06666667,0.31250000,0.45787546,0.42346947,0.30982827,0.20931450
7.13333333,0.31250000,0.45495905,0.42050343,0.30687285,0.20798128
7.20000000,0.31250000,0.45207957,0.41757680,0.30396412,0.20666494
7.26666667,0.31250000,0.44923630,0.41468882,0.30110104,0.20536516
7.33333333,0.31250000,0.44642857,0.41183872,0.29828264,0.20408163
7.40000000,0.31250000,0.44365572,0.40902579,0.29550793,0.20281404
7.46666667,0.31250000,0.44091711,0.40624932,0.29277597,0.20156211
7.53333333,0.31250000,0.43821209,0.40350860,0.29008585,0.20032553
7.60000000,0.31250000,0.43554007,0.40080297,0.28743667,0.19910403
7.66666667,0.31250000,0.43290043,0.39813176,0.28482757,0.19789734
7.73333333,0.31250000,0.43029260,0.39549433,0.28225771,0.19670519
7.80000000,0.31250000,0.42771600,0.39289006,0.27972626,0.19552731
7.86666667,0.31250000,0.42517007,0.39031833,0.27723243,0.19436346
7.93333333,0.31250000,0.42265427,0.38777855,0.27477543,0.19321338
8.00000000,0.31250000,0.42016807,0.38527014,0.27235451,0.19207683
0.00000000,0.32500000,1.43678161,1.00000000,1.00000000,0.66058925
0.06666667,0.32500000,1.40860942,1.00000000,1.00000000,0.64763652
0.13333333,0.32500000,1.38152078,1.00000000,1.00000000,0.63518197
0.20000000,0.32500000,1.35545435,1.00000000,1.00000000,0.62319740
0.26666667,0.32500000,1.33035334,1.00000000,1.00000000,0.61165671
0.33333333,0.32500000,1.30616510,1.00000000,1.00000000,0.60053568
0.40000000,0.32500000,1.28284072,1.00000000,1.00000000,0.58981183
0.46666667,0.32500000,1.26033474,1.00000000,1.00000000,0.57946425
0.53333333,0.32500000,1.23860484,1.00000000,1.00000000,0.56947349
0.60000000,0.32500000,1.21761153,1.00000000,1.00000000,0.55982139
0.66666667,0.32500000,1.19731801,1.00000000,1.00000000,0.55049104
0.73333333,0.32500000,1.17768984,1.00000000,1.00000000,0.54146659
0.80000000,0.32500000,1.15869485,1.00000000,1.00000000,0.53273326
0.86666667,0.32500000,1.14030286,1.00000000,1.00000000,0.52427718
0.93333333,0.32500000,1.12248563,1.00000000,1.00000000,0.51608535
1.00000000,0.32500000,1.10521662,1.00000000,1.00000000,0.50814557
1.06666667,0.32500000,1.08847092,1.00000000,1.00000000,0.50044640
1.13333333,0.32500000,1.07222508,1.00000000,1.00000000,0.49297705
1.20000000,0.32500000,1.05645707,1.00000000,1.00000000,0.48572739
1.26666667,0.32500000,1.04114609,1.00000000,1.00000000,0.47868786
1.33333333,0.32500000,1.02627258,1.00000000,1.00000000,0.47184946
1.40000000,0.32500000,1.01181803,1.00000000,1.00000000,0.46520369
1.46666667,0.32500000,0.99776501,0.99754178,0.99664938,0.45874253
1.53333333,0.32500000,0.98409699,0.98252067,0.97624058,0.45245839
1.60000000,0.32500000,0.97079838,0.96792554,0.95651893,0.44634408
1.66666667,0.32500000,0.95785441,0.95373880,0.93745246,0.44039283
1.73333333,0.32500000,0.94525106,0.93994380,0.91901110,0.43459819
1.80000000,0.32500000,0.93297507,0.92652479,0.90116654,0.42895406
1.86666667,0.32500000,0.92101385,0.91346682,0.88389208,0.42345464
1.93333333,0.32500000,0.90935545,0.90075575,0.86716254,0.41809446
2.00000000,0.32500000,0.89798851,0.88837812,0.85095416,0.41286828
2.06666667,0.32500000,0.88690223,0.87632120,0.83524449,0.40777114
2.13333333,0.32500000,0.87608635,0.86457287,0.82001230,0.40279832
2.20000000,0.32500000,0.86553109,0.85312160,0.80523753,0.39794533
2.26666667,0.32500000,0.85522715,0.84195645,0.79090117,0.39320788
2.33333333,0.32500000,0.84516565,0.83106697,0.77698522,0.38858191
2.40000000,0.32500000,0.83533814,0.82044325,0.76347263,0.38406351
2.46666667,0.32500000,0.82573656,0.81007581,0.75034720,0.37964899
2.53333333,0.32500000,0.81635319,0.79995563,0.73759360,0.37533480
2.60000000,0.32500000,0.80718068,0.79007412,0.72519723,0.37111755
2.66666667,0.32500000,0.79821201,0.78042304,0.71314425,0.36699403
2.73333333,0.32500000,0.78944044,0.77099455,0.70142148,0.36296112
2.80000000,0.32500000,0.78085957,0.76178117,0.69001639,0.35901589
2.86666667,0.32500000,0.77246323,0.75277571,0.67891706,0.35515551
2.93333333,0.32500000,0.76424554,0.74397133,0.66811215,0.35137726
3.00000000,0.32500000,0.75620085,0.73536148,0.65759082,0.34767855
3.06666667,0.32500000,0.74832375,0.72693986,0.64734276,0.34405690
3.13333333,0.32500000,0.74060908,0.71870048,0.63735815,0.34050992
3.20000000,0.32500000,0.73305184,0.71063756,0.62762760,0.33703533
3.26666667,0.32500000,0.72564728,0.70274559,0.61814215,0.33363093
3.33333333,0.32500000,0.71839080,0.69501926,0.60889323,0.33029462
3.40000000,0.32500000,0.71127802,0.68745350,0.59987268,0.32702438
3.46666667,0.32500000,0.70430471,0.68004343,0.59107268,0.32381826
3.53333333,0.32500000,0.69746680,0.67278437,0.58248576,0.32067439
3.60000000,0.32500000,0.69076039,0.66567181,0.57410475,0.31759098
3.66666667,0.32500000,0.68418172,0.65870144,0.56592281,0.31456631
3.73333333,0.32500000,0.67772717,0.65186909,0.55793339,0.31159870
3.80000000,0.32500000,0.67139328,0.64517077,0.55013019,0.30868656
3.86666667,0.32500000,0.66517667,0.63860264,0.54250721,0.30582835
3.93333333,0.32500000,0.65907413,0.63216099,0.53505866,0.30302259
4.00000000,0.32500000,0.65308255,0.62584226,0.52777902,0.30026784
4.06666667,0.32500000,0.64719892,0.61964302,0.52066296,0.29756272
4.13333333,0.32500000,0.64142036,0.61355997,0.51370538,0.29490591
4.20000000,0.32500000,0.63574407,0.60758991,0.50690139,0.29229613
4.26666667,0.32500000,0.63016737,0.60172978,0.50024628,0.28973213
4.33333333,0.32500000,0.62468766,0.59597661,0.49373554,0.28721272
4.40000000,0.32500000,0.61930242,0.59032755,0.48736480,0.28473674
4.46666667,0.32500000,0.61400923,0.58477984,0.48112991,0.28230310
4.53333333,0.32500000,0.60880577,0.57933082,0.47502683,0.27991070
4.60000000,0.32500000,0.60368975,0.57397792,0.46905169,0.27755851
4.66666667,0.32500000,0.59865900,0.56871865,0.46320078,0.27524552
4.73333333,0.32500000,0.59371141,0.56355062,0.45747050,0.27297076
4.80000000,0.32500000,0.58884492,0.55847152,0.45185740,0.27073330
4.86666667,0.32500000,0.58405756,0.55347909,0.44635816,0.26853221
4.93333333,0.32500000,0.57934742,0.54857118,0.44096957,0.26636663
5.00000000,0.32500000,0.57471264,0.54374569,0.43568853,0.26423570
5.06666667,0.32500000,0.57015143,0.53900059,0.43051207,0.26213859
5.13333333,0.32500000,0.56566205,0.53433392,0.42543730,0.26007451
5.20000000,0.32500000,0.56124282,0.52974379,0.42046146,0.25804267
5.26666667,0.32500000,0.55689210,0.52522835,0.41558186,0.25604234
5.33333333,0.32500000,0.55260831,0.52078582,0.41079592,0.25407279
5.40000000,0.32500000,0.54838993,0.51641449,0.40610114,0.25213330
5.46666667,0.32500000,0.54423546,0.51211267,0.40149510,0.25022320
5.53333333,0.32500000,0.54014346,0.50787874,0.39697548,0.24834182
5.60000000,0.32500000,0.53611254,0.50371115,0.39254003,0.24648852
5.66666667,0.32500000,0.53214134,0.49960836,0.38818656,0.24466268
5.73333333,0.32500000,0.52822853,0.49556890,0.38391297,0.24286369
5.80000000,0.32500000,0.52437285,0.49159133,0.37971722,0.24109097
5.86666667,0.32500000,0.52057305,0.48767427,0.37559735,0.23934393
5.93333333,0.32500000,0.51682792,0.48381637,0.37155144,0.23762203
6.00000000,0.32500000,0.51313629,0.48001632,0.36757765,0.23592473
6.06666667,0.32500000,0.50949702,0.47627284,0.36367419,0.23425151
6.13333333,0.32500000,0.50590902,0.47258471,0.35983933,0.23260185
6.20000000,0.32500000,0.50237119,0.46895071,0.35607140,0.23097526
6.26666667,0.32500000,0.49888250,0.46536970,0.35236877,0.22937127
6.33333333,0.32500000,0.49544193,0.46184053,0.34872987,0.22778940
6.40000000,0.32500000,0.49204850,0.45836210,0.34515317,0.22622919
6.46666667,0.32500000,0.48870123,0.45493335,0.34163719,0.22469022
6.53333333,0.32500000,0.48539919,0.45155323,0.33818051,0.22317204
6.60000000,0.32500000,0.48214148,0.44822074,0.33478173,0.22167424
6.66666667,0.32500000,0.47892720,0.44493488,0.33143949,0.22019642
6.73333333,0.32500000,0.47575550,0.44169471,0.32815251,0.21873816
6.80000000,0.32500000,0.47262553,0.43849929,0.32491949,0.21729909
6.86666667,0.32500000,0.46953647,0.43534771,0.32173922,0.21587884
6.93333333,0.32500000,0.46648754,0.43223910,0.31861049,0.21447703
7.00000000,0.32500000,0.46347794,0.42917259,0.31553214,0.21309331
7.06666667,0.32500000,0.46050693,0.42614734,0.31250304,0.21172732
7.13333333,0.32500000,0.45757376,0.42316255,0.30952210,0.21037874
7.20000000,0.32500000,0.45467772,0.42021741,0.30658826,0.20904723
7.26666667,0.32500000,0.45181812,0.41731117,0.30370047,0.20773247
7.33333333,0.32500000,0.44899425,0.41444305,0.30085773,0.20643414
7.40000000,0.32500000,0.44620547,0.41161233,0.29805906,0.20515194
7.46666667,0.32500000,0.44345111,0.40881830,0.29530352,0.20388557
7.53333333,0.32500000,0.44073055,0.40606025,0.29259018,0.20263474
7.60000000,0.32500000,0.43804317,0.40333751,0.28991813,0.20139916
7.66666667,0.32500000,0.43538837,0.40064941,0.28728651,0.20017856
7.73333333,0.32500000,0.43276554,0.39799530,0.28469446,0.19897266
7.80000000,0.32500000,0.43017413,0.39537456,0.28214116,0.19778121
7.86666667,0.32500000,0.42761357,0.39278657,0.27962579,0.19660394
7.93333333,0.32500000,0.42508332,0.39023073,0.27714758,0.19544061
8.00000000,0.32500000,0.42258283,0.38770645,0.27470576,0.19429095
0.00000000,0.33750000,1.44508671,1.00000000,1.00000000,0.66824819
0.06666667,0.33750000,1.41675167,1.00000000,1.00000000,0.65514528
0.13333333,0.33750000,1.38950645,1.00000000,1.00000000,0.64254633
0.20000000,0.33750000,1.36328934,1.00000000,1.00000000,0.63042282
0.26666667,0.33750000,1.33804325,1.00000000,1.00000000,0.61874832
0.33333333,0.33750000,1.31371519,1.00000000,1.00000000,0.60749835
0.40000000,0.33750000,1.29025599,1.00000000,1.00000000,0.59665017
0.46666667,0.33750000,1.26761992,1.00000000,1.00000000,0.58618262
0.53333333,0.33750000,1.24576440,1.00000000,1.00000000,0.57607602
0.60000000,0.33750000,1.22464975,1.00000000,1.00000000,0.56631202
0.66666667,0.33750000,1.20423892,1.00000000,1.00000000,0.55687349
0.73333333,0.33750000,1.18449730,1.00000000,1.00000000,0.54774442
0.80000000,0.33750000,1.16539250,1.00000000,1.00000000,0.53890983
0.86666667,0.33750000,1.14689421,1.00000000,1.00000000,0.53035570
0.93333333,0.33750000,1.12897399,1.00000000,1.00000000,0.52206890
1.00000000,0.33750000,1.11160516,1.00000000,1.00000000,0.51403707
1.06666667,0.33750000,1.09476266,1.00000000,1.00000000,0.50624863
1.13333333,0.33750000,1.07842291,1.00000000,1.00000000,0.49869268
1.20000000,0.33750000,1.06256375,1.00000000,1.00000000,0.49135896
1.26666667,0.33750000,1.04716428,1.00000000,1.00000000,0.48423782
1.33333333,0.33750000,1.03220479,1.00000000,1.00000000,0.47732013
1.40000000,0.33750000,1.01766669,1.00000000,1.00000000,0.47059732
1.46666667,0.33750000,1.00353243,1.00000000,1.00000000,0.46406124
1.53333333,0.33750000,0.98978541,0.98876971,0.98471732,0.45770424
1.60000000,0.33750000,0.97640994,0.97408176,0.96482442,0.45151905
1.66666667,0.33750000,0.96339114,0.95980479,0.94559239,0.44549879
1.73333333,0.33750000,0.95071494,0.94592205,0.92699091,0.43963697
1.80000000,0.33750000,0.93836799,0.93241769,0.90899141,0.43392739
1.86666667,0.33750000,0.92633763,0.91927667,0.89156695,0.42836422
1.93333333,0.33750000,0.91461184,0.90648475,0.87469215,0.42294189
2.00000000,0.33750000,0.90317919,0.89402840,0.85834303,0.41765512
2.06666667,0.33750000,0.89202883,0.88189480,0.84249695,0.41249888
2.13333333,0.33750000,0.88115043,0.87007174,0.82713250,0.40746841
2.20000000,0.33750000,0.87053416,0.85854764,0.81222944,0.40255915
2.26666667,0.33750000,0.86017066,0.84731147,0.79776859,0.39776678
2.33333333,0.33750000,0.85005100,0.83635274,0.78373181,0.39308717
2.40000000,0.33750000,0.84016669,0.82566144,0.77010189,0.38851639
2.46666667,0.33750000,0.83050960,0.81522807,0.75686250,0.38405068
2.53333333,0.33750000,0.82107199,0.80504353,0.74399815,0.37968647
2.60000000,0.33750000,0.81184646,0.79509916,0.73149415,0.37542033
2.66666667,0.33750000,0.80282595,0.78538670,0.71933651,0.37124899
2.73333333,0.33750000,0.79400368,0.77589824,0.70751194,0.36716933
2.80000000,0.33750000,0.78537321,0.76662626,0.69600783,0.36317836
2.86666667,0.33750000,0.77692834,0.75756353,0.68481213,0.35927322
2.93333333,0.33750000,0.76866314,0.74870315,0.67391339,0.35545116
3.00000000,0.33750000,0.76057195,0.74003854,0.66330070,0.35170957
3.06666667,0.33750000,0.75264933,0.73156336,0.65296367,0.34804593
3.13333333,0.33750000,0.74489005,0.72327157,0.64289236,0.34445783
3.20000000,0.33750000,0.73728914,0.71515737,0.63307731,0.34094295
3.26666667,0.33750000,0.72984177,0.70721520,0.62350950,0.33749908
3.33333333,0.33750000,0.72254335,0.69943974,0.61418028,0.33412409
3.40000000,0.33750000,0.71538946,0.69182586,0.60508140,0.33081593
3.46666667,0.33750000,0.70837584,0.68436866,0.59620499,0.32757264
3.53333333,0.33750000,0.70149840,0.67706342,0.58754350,0.32439232
3.60000000,0.33750000,0.69475322,0.66990563,0.57908972,0.32127317
3.66666667,0.33750000,0.68813653,0.66289092,0.57083674,0.31821342
3.73333333,0.33750000,0.68164467,0.65601512,0.56277794,0.31521141
3.80000000,0.33750000,0.67527416,0.64927420,0.55490699,0.31226551
3.86666667,0.33750000,0.66902162,0.64266429,0.54721782,0.30937416
3.93333333,0.33750000,0.66288381,0.63618167,0.53970460,0.30653587
4.00000000,0.33750000,0.65685759,0.62982275,0.53236174,0.30374918
4.06666667,0.33750000,0.65093996,0.62358409,0.52518389,0.30101270
4.13333333,0.33750000,0.64512799,0.61746234,0.51816590,0.29832508
4.20000000,0.33750000,0.63941890,0.61145431,0.51130283,0.29568504
4.26666667,0.33750000,0.63380996,0.60555691,0.50458994,0.29309131
4.33333333,0.33750000,0.62829857,0.59976715,0.49802266,0.29054269
4.40000000,0.33750000,0.62288220,0.59408216,0.49159661,0.28803801
4.46666667,0.33750000,0.61755842,0.58849917,0.48530758,0.28557615
4.53333333,0.33750000,0.61232488,0.58301549,0.47915150,0.28315601
4.60000000,0.33750000,0.60717929,0.57762854,0.47312448,0.28077655
