cp,u,r,f_A,f_B,abs_dr_du
6.73333333,0.70000000,0.57487123,0.54391074,0.43586888,0.31937290
6.80000000,0.70000000,0.57108918,0.53997584,0.43157462,0.31727177
6.86666667,0.70000000,0.56735657,0.53609493,0.42735042,0.31519810
6.93333333,0.70000000,0.56367244,0.53226693,0.42319468,0.31315135
7.00000000,0.70000000,0.56003584,0.52849077,0.41910586,0.31113102
7.06666667,0.70000000,0.55644587,0.52476543,0.41508246,0.30913659
7.13333333,0.70000000,0.55290163,0.52108990,0.41112303,0.30716757
7.20000000,0.70000000,0.54940225,0.51746321,0.40722614,0.30522347
7.26666667,0.70000000,0.54594689,0.51388440,0.40339043,0.30330383
7.33333333,0.70000000,0.54253472,0.51035255,0.39961456,0.30140818
7.40000000,0.70000000,0.53916494,0.50686676,0.39589723,0.29953608
7.46666667,0.70000000,0.53583676,0.50342613,0.39223718,0.29768709
7.53333333,0.70000000,0.53254942,0.50002982,0.38863318,0.29586079
7.60000000,0.70000000,0.52930217,0.49667699,0.38508403,0.29405676
7.66666667,0.70000000,0.52609428,0.49336681,0.38158858,0.29227460
7.73333333,0.70000000,0.52292503,0.49009850,0.37814569,0.29051391
7.80000000,0.70000000,0.51979375,0.48687128,0.37475426,0.28877430
7.86666667,0.70000000,0.51669974,0.48368438,0.37141322,0.28705541
7.93333333,0.70000000,0.51364234,0.48053707,0.36812154,0.28535686
8.00000000,0.70000000,0.51062092,0.47742863,0.36487819,0.28367829
0.00000000,0.71250000,1.74825175,1.00000000,1.00000000,0.97804294
0.06666667,0.71250000,1.71397230,1.00000000,1.00000000,0.95886562
0.13333333,0.71250000,1.68101130,1.00000000,1.00000000,0.94042590
0.20000000,0.71250000,1.64929410,1.00000000,1.00000000,0.92268202
0.26666667,0.71250000,1.61875162,1.00000000,1.00000000,0.90559531
0.33333333,0.71250000,1.58931977,1.00000000,1.00000000,0.88912994
0.40000000,0.71250000,1.56093906,1.00000000,1.00000000,0.87325262
0.46666667,0.71250000,1.53355417,1.00000000,1.00000000,0.85793240
0.53333333,0.71250000,1.50711358,1.00000000,1.00000000,0.84314046
0.60000000,0.71250000,1.48156928,1.00000000,1.00000000,0.82884995
0.66666667,0.71250000,1.45687646,1.00000000,1.00000000,0.81503578
0.73333333,0.71250000,1.43299324,1.00000000,1.00000000,0.80167454
0.80000000,0.71250000,1.40988044,1.00000000,1.00000000,0.78874430
0.86666667,0.71250000,1.38750139,1.00000000,1.00000000,0.77622455
0.93333333,0.71250000,1.36582168,1.00000000,1.00000000,0.76409604
1.00000000,0.71250000,1.34480904,1.00000000,1.00000000,0.75234072
1.06666667,0.71250000,1.32443314,1.00000000,1.00000000,0.74094162
1.13333333,0.71250000,1.30466548,1.00000000,1.00000000,0.72988279
1.20000000,0.71250000,1.28547923,1.00000000,1.00000000,0.71914922
1.26666667,0.71250000,1.26684909,1.00000000,1.00000000,0.70872677
1.33333333,0.71250000,1.24875125,1.00000000,1.00000000,0.69860210
1.40000000,0.71250000,1.23116320,1.00000000,1.00000000,0.68876263
1.46666667,0.71250000,1.21406371,1.00000000,1.00000000,0.67919648
1.53333333,0.71250000,1.19743270,1.00000000,1.00000000,0.66989242
1.60000000,0.71250000,1.18125118,1.00000000,1.00000000,0.66083982
1.66666667,0.71250000,1.16550117,1.00000000,1.00000000,0.65202862
1.73333333,0.71250000,1.15016562,1.00000000,1.00000000,0.64344930
1.80000000,0.71250000,1.13522841,1.00000000,1.00000000,0.63509282
1.86666667,0.71250000,1.12067420,1.00000000,1.00000000,0.62695060
1.93333333,0.71250000,1.10648845,1.00000000,1.00000000,0.61901452
2.00000000,0.71250000,1.09265734,1.00000000,1.00000000,0.61127684
2.06666667,0.71250000,1.07916775,1.00000000,1.00000000,0.60373021
2.13333333,0.71250000,1.06600716,1.00000000,1.00000000,0.59636764
2.20000000,0.71250000,1.05316370,1.00000000,1.00000000,0.58918249
2.26666667,0.71250000,1.04062604,1.00000000,1.00000000,0.58216841
2.33333333,0.71250000,1.02838338,1.00000000,1.00000000,0.57531937
2.40000000,0.71250000,1.01642544,1.00000000,1.00000000,0.56862961
2.46666667,0.71250000,1.00474238,1.00000000,1.00000000,0.56209364
2.53333333,0.71250000,0.99332486,0.99265980,0.99000401,0.55570621
2.60000000,0.71250000,0.98216390,0.98039789,0.97336551,0.54946232
2.66666667,0.71250000,0.97125097,0.96842192,0.95718790,0.54335719
2.73333333,0.71250000,0.96057788,0.95672218,0.94145350,0.53738623
2.80000000,0.71250000,0.95013682,0.94528935,0.92614550,0.53154507
2.86666667,0.71250000,0.93992029,0.93411453,0.91124790,0.52582954
2.93333333,0.71250000,0.92992114,0.92318924,0.89674545,0.52023560
3.00000000,0.71250000,0.92013250,0.91250532,0.88262364,0.51475944
3.06666667,0.71250000,0.91054779,0.90205500,0.86886862,0.50939736
3.13333333,0.71250000,0.90116069,0.89183080,0.85546720,0.50414584
3.20000000,0.71250000,0.89196518,0.88182557,0.84240677,0.49900150
3.26666667,0.71250000,0.88295543,0.87203248,0.82967532,0.49396108
3.33333333,0.71250000,0.87412587,0.86244493,0.81726135,0.48902147
3.40000000,0.71250000,0.86547116,0.85305663,0.80515390,0.48417967
3.46666667,0.71250000,0.85698615,0.84386152,0.79334247,0.47943281
3.53333333,0.71250000,0.84866590,0.83485380,0.78181703,0.47477812
3.60000000,0.71250000,0.84050565,0.82602787,0.77056797,0.47021295
3.66666667,0.71250000,0.83250083,0.81737838,0.75958611,0.46573473
3.73333333,0.71250000,0.82464705,0.80890016,0.74886264,0.46134101
3.80000000,0.71250000,0.81694007,0.80058826,0.73838913,0.45702941
3.86666667,0.71250000,0.80937581,0.79243791,0.72815751,0.45279766
3.93333333,0.71250000,0.80195034,0.78444451,0.71816001,0.44864355
4.00000000,0.71250000,0.79465989,0.77660364,0.70838921,0.44456497
4.06666667,0.71250000,0.78750079,0.76891104,0.69883797,0.44055988
4.13333333,0.71250000,0.78046953,0.76136262,0.68949946,0.43662631
4.20000000,0.71250000,0.77356272,0.75395441,0.68036709,0.43276236
4.26666667,0.71250000,0.76677708,0.74668261,0.67143455,0.42896620
4.33333333,0.71250000,0.76010946,0.73954354,0.66269578,0.42523606
4.40000000,0.71250000,0.75355679,0.73253366,0.65414493,0.42157023
4.46666667,0.71250000,0.74711613,0.72564954,0.64577640,0.41796707
4.53333333,0.71250000,0.74078464,0.71888789,0.63758480,0.41442497
4.60000000,0.71250000,0.73455956,0.71224550,0.62956492,0.41094241
4.66666667,0.71250000,0.72843823,0.70571931,0.62171178,0.40751789
4.73333333,0.71250000,0.72241808,0.69930634,0.61402055,0.40414997
4.80000000,0.71250000,0.71649662,0.69300371,0.60648661,0.40083727
4.86666667,0.71250000,0.71067144,0.68680864,0.59910549,0.39757843
4.93333333,0.71250000,0.70494022,0.68071845,0.59187287,0.39437215
5.00000000,0.71250000,0.69930070,0.67473053,0.58478462,0.39121717
5.06666667,0.71250000,0.69375069,0.66884236,0.57783673,0.38811228
5.13333333,0.71250000,0.68828809,0.66305153,0.57102534,0.38505627
5.20000000,0.71250000,0.68291084,0.65735566,0.56434672,0.38204802
5.26666667,0.71250000,0.67761696,0.65175248,0.55779729,0.37908641
5.33333333,0.71250000,0.67240452,0.64623978,0.55137356,0.37617036
5.40000000,0.71250000,0.66727166,0.64081541,0.54507218,0.37329883
5.46666667,0.71250000,0.66221657,0.63547731,0.53888993,0.37047081
5.53333333,0.71250000,0.65723750,0.63022346,0.53282366,0.36768531
5.60000000,0.71250000,0.65233274,0.62505192,0.52687036,0.36494139
5.66666667,0.71250000,0.64750065,0.61996080,0.52102710,0.36223812
5.73333333,0.71250000,0.64273961,0.61494826,0.51529105,0.35957461
5.80000000,0.71250000,0.63804808,0.61001252,0.50965949,0.35694998
5.86666667,0.71250000,0.63342455,0.60515187,0.50412976,0.35436338
5.93333333,0.71250000,0.62886754,0.60036462,0.49869930,0.35181401
6.00000000,0.71250000,0.62437562,0.59564916,0.49336565,0.34930105
6.06666667,0.71250000,0.61994743,0.59100390,0.48812640,0.34682374
6.13333333,0.71250000,0.61558160,0.58642732,0.48297922,0.34438132
6.20000000,0.71250000,0.61127684,0.58191792,0.47792187,0.34197305
6.26666667,0.71250000,0.60703186,0.57747426,0.47295217,0.33959824
6.33333333,0.71250000,0.60284543,0.57309494,0.46806801,0.33725618
6.40000000,0.71250000,0.59871635,0.56877858,0.46326734,0.33494621
6.46666667,0.71250000,0.59464345,0.56452386,0.45854817,0.33266767
6.53333333,0.71250000,0.59062559,0.56032950,0.45390858,0.33041991
6.60000000,0.71250000,0.58666166,0.55619423,0.44934670,0.32820233
6.66666667,0.71250000,0.58275058,0.55211683,0.44486073,0.32601431
6.73333333,0.71250000,0.57889131,0.54809612,0.44044891,0.32385528
6.80000000,0.71250000,0.57508281,0.54413095,0.43610953,0.32172465
6.86666667,0.71250000,0.57132410,0.54022017,0.43184094,0.31962187
6.93333333,0.71250000,0.56761420,0.53636271,0.42764154,0.31754641
7.00000000,0.71250000,0.56395218,0.53255750,0.42350975,0.31549772
7.06666667,0.71250000,0.56033710,0.52880349,0.41944408,0.31347530
7.13333333,0.71250000,0.55676807,0.52509968,0.41544304,0.31147864
7.20000000,0.71250000,0.55324422,0.52144508,0.41150521,0.30950726
7.26666667,0.71250000,0.54976470,0.51783874,0.40762919,0.30756067
7.33333333,0.71250000,0.54632867,0.51427971,0.40381364,0.30563842
7.40000000,0.71250000,0.54293533,0.51076709,0.40005725,0.30374004
7.46666667,0.71250000,0.53958387,0.50729999,0.39635874,0.30186510
7.53333333,0.71250000,0.53627354,0.50387755,0.39271687,0.30001317
7.60000000,0.71250000,0.53300358,0.50049891,0.38913043,0.29818382
7.66666667,0.71250000,0.52977326,0.49716327,0.38559824,0.29637665
7.73333333,0.71250000,0.52658185,0.49386981,0.38211917,0.29459125
7.80000000,0.71250000,0.52342867,0.49061775,0.37869211,0.29282723
7.86666667,0.71250000,0.52031302,0.48740633,0.37531597,0.29108421
7.93333333,0.71250000,0.51723425,0.48423480,0.37198969,0.28936182
8.00000000,0.71250000,0.51419169,0.48110244,0.36871226,0.28765969
0.00000000,0.72500000,1.76056338,1.00000000,1.00000000,0.99186669
0.06666667,0.72500000,1.72604253,1.00000000,1.00000000,0.97241833
0.13333333,0.72500000,1.69284940,1.00000000,1.00000000,0.95371797
0.20000000,0.72500000,1.66090885,1.00000000,1.00000000,0.93572330
0.26666667,0.72500000,1.63015128,1.00000000,1.00000000,0.91839509
0.33333333,0.72500000,1.60051216,1.00000000,1.00000000,0.90169699
0.40000000,0.72500000,1.57193159,1.00000000,1.00000000,0.88559526
0.46666667,0.72500000,1.54435384,1.00000000,1.00000000,0.87005850
0.53333333,0.72500000,1.51772705,1.00000000,1.00000000,0.85505749
0.60000000,0.72500000,1.49200286,1.00000000,1.00000000,0.84056499
0.66666667,0.72500000,1.46713615,1.00000000,1.00000000,0.82655558
0.73333333,0.72500000,1.44308474,1.00000000,1.00000000,0.81300549
0.80000000,0.72500000,1.41980918,1.00000000,1.00000000,0.79989249
0.86666667,0.72500000,1.39727252,1.00000000,1.00000000,0.78719579
0.93333333,0.72500000,1.37544014,1.00000000,1.00000000,0.77489585
1.00000000,0.72500000,1.35427952,1.00000000,1.00000000,0.76297438
1.06666667,0.72500000,1.33376014,1.00000000,1.00000000,0.75141416
1.13333333,0.72500000,1.31385327,1.00000000,1.00000000,0.74019902
1.20000000,0.72500000,1.29453190,1.00000000,1.00000000,0.72931374
1.26666667,0.72500000,1.27577057,1.00000000,1.00000000,0.71874398
1.33333333,0.72500000,1.25754527,1.00000000,1.00000000,0.70847621
1.40000000,0.72500000,1.23983337,1.00000000,1.00000000,0.69849767
1.46666667,0.72500000,1.22261346,1.00000000,1.00000000,0.68879631
1.53333333,0.72500000,1.20586533,1.00000000,1.00000000,0.67936075
1.60000000,0.72500000,1.18956985,1.00000000,1.00000000,0.67018020
1.66666667,0.72500000,1.17370892,1.00000000,1.00000000,0.66124446
1.73333333,0.72500000,1.15826538,1.00000000,1.00000000,0.65254388
1.80000000,0.72500000,1.14322297,1.00000000,1.00000000,0.64406928
1.86666667,0.72500000,1.12856627,1.00000000,1.00000000,0.63581198
1.93333333,0.72500000,1.11428062,1.00000000,1.00000000,0.62776373
2.00000000,0.72500000,1.10035211,1.00000000,1.00000000,0.61991668
2.06666667,0.72500000,1.08676752,1.00000000,1.00000000,0.61226339
2.13333333,0.72500000,1.07351426,1.00000000,1.00000000,0.60479676
2.20000000,0.72500000,1.06058035,1.00000000,1.00000000,0.59751006
2.26666667,0.72500000,1.04795439,1.00000000,1.00000000,0.59039684
2.33333333,0.72500000,1.03562552,1.00000000,1.00000000,0.58345100
2.40000000,0.72500000,1.02358336,1.00000000,1.00000000,0.57666668
2.46666667,0.72500000,1.01181803,1.00000000,1.00000000,0.57003833
2.53333333,0.72500000,1.00032010,1.00000000,1.00000000,0.56356062
2.60000000,0.72500000,0.98908055,0.98799519,0.98366562,0.55722848
2.66666667,0.72500000,0.97809077,0.97592642,0.96731682,0.55103705
2.73333333,0.72500000,0.96734252,0.96413601,0.95141592,0.54498170
2.80000000,0.72500000,0.95682792,0.95261458,0.93594593,0.53905799
2.86666667,0.72500000,0.94653945,0.94135318,0.92089069,0.53326166
2.93333333,0.72500000,0.93646988,0.93034322,0.90623477,0.52758867
3.00000000,0.72500000,0.92661231,0.91957651,0.89196352,0.52203510
3.06666667,0.72500000,0.91696009,0.90904520,0.87806295,0.51659724
3.13333333,0.72500000,0.90750690,0.89874177,0.86451971,0.51127149
3.20000000,0.72500000,0.89824662,0.88865902,0.85132108,0.50605444
3.26666667,0.72500000,0.88917342,0.87879003,0.83845491,0.50094277
3.33333333,0.72500000,0.88028169,0.86912819,0.82590958,0.49593335
3.40000000,0.72500000,0.87156603,0.85966714,0.81367401,0.49102312
3.46666667,0.72500000,0.86302126,0.85040077,0.80173759,0.48620916
3.53333333,0.72500000,0.85464242,0.84132325,0.79009018,0.48148869
3.60000000,0.72500000,0.84642470,0.83242892,0.77872209,0.47685899
3.66666667,0.72500000,0.83836351,0.82371241,0.76762402,0.47231747
3.73333333,0.72500000,0.83045442,0.81516849,0.75678707,0.46786165
3.80000000,0.72500000,0.82269317,0.80679218,0.74620273,0.46348911
3.86666667,0.72500000,0.81507564,0.79857867,0.73586284,0.45919754
3.93333333,0.72500000,0.80759788,0.79052332,0.72575954,0.45498472
4.00000000,0.72500000,0.80025608,0.78262169,0.71588535,0.45084850
4.06666667,0.72500000,0.79304657,0.77486949,0.70623305,0.44678680
4.13333333,0.72500000,0.78596579,0.76726257,0.69679571,0.44279763
4.20000000,0.72500000,0.77901035,0.75979695,0.68756670,0.43887907
4.26666667,0.72500000,0.77217692,0.75246880,0.67853964,0.43502925
4.33333333,0.72500000,0.76546234,0.74527441,0.66970839,0.43124639
4.40000000,0.72500000,0.75886353,0.73821021,0.66106706,0.42752875
4.46666667,0.72500000,0.75237751,0.73127275,0.65260998,0.42387466
4.53333333,0.72500000,0.74600143,0.72445869,0.64433169,0.42028250
4.60000000,0.72500000,0.73973251,0.71776484,0.63622695,0.41675071
4.66666667,0.72500000,0.73356808,0.71118807,0.62829070,0.41327779
4.73333333,0.72500000,0.72750553,0.70472541,0.62051809,0.40986227
4.80000000,0.72500000,0.72154237,0.69837393,0.61290443,0.40650274
4.86666667,0.72500000,0.71567617,0.69213086,0.60544519,0.40319784
4.93333333,0.72500000,0.70990459,0.68599347,0.59813605,0.39994625
5.00000000,0.72500000,0.70422535,0.67995915,0.59097279,0.39674668
5.06666667,0.72500000,0.69863626,0.67402536,0.58395137,0.39359789
5.13333333,0.72500000,0.69313519,0.66818965,0.57706791,0.39049870
5.20000000,0.72500000,0.68772007,0.66244964,0.57031862,0.38744793
5.26666667,0.72500000,0.68238891,0.65680304,0.56369987,0.38444445
5.33333333,0.72500000,0.67713976,0.65124762,0.55720817,0.38148719
5.40000000,0.72500000,0.67197076,0.64578122,0.55084011,0.37857507
5.46666667,0.72500000,0.66688007,0.64040175,0.54459244,0.37570708
5.53333333,0.72500000,0.66186593,0.63510719,0.53846198,0.37288222
5.60000000,0.72500000,0.65692663,0.62989557,0.53244568,0.37009951
5.66666667,0.72500000,0.65206051,0.62476500,0.52654058,0.36735803
5.73333333,0.72500000,0.64726595,0.61971361,0.52074384,0.36465687
5.80000000,0.72500000,0.64254138,0.61473963,0.51505268,0.36199514
5.86666667,0.72500000,0.63788528,0.60984131,0.50946444,0.35937199
5.93333333,0.72500000,0.63329618,0.60501697,0.50397652,0.35678658
6.00000000,0.72500000,0.62877264,0.60026497,0.49858642,0.35423810
6.06666667,0.72500000,0.62431326,0.59558371,0.49329173,0.35172578
6.13333333,0.72500000,0.61991668,0.59097166,0.48809009,0.34924884
6.20000000,0.72500000,0.61558160,0.58642732,0.48297922,0.34680654
6.26666667,0.72500000,0.61130673,0.58194923,0.47795693,0.34439816
6.33333333,0.72500000,0.60709082,0.57753596,0.47302108,0.34202300
6.40000000,0.72500000,0.60293266,0.57318616,0.46816961,0.33968037
6.46666667,0.72500000,0.59883108,0.56889847,0.46340050,0.33736962
6.53333333,0.72500000,0.59478493,0.56467160,0.45871182,0.33509010
6.60000000,0.72500000,0.59079308,0.56050429,0.45410167,0.33284117
6.66666667,0.72500000,0.58685446,0.55639530,0.44956823,0.33062223
6.73333333,0.72500000,0.58296801,0.55234343,0.44510972,0.32843268
6.80000000,0.72500000,0.57913269,0.54834753,0.44072443,0.32627194
6.86666667,0.72500000,0.57534751,0.54440645,0.43641067,0.32413944
6.93333333,0.72500000,0.57161149,0.54051910,0.43216682,0.32203464
7.00000000,0.72500000,0.56792367,0.53668439,0.42799131,0.31995700
7.06666667,0.72500000,0.56428313,0.53290130,0.42388262,0.31790599
7.13333333,0.72500000,0.56068897,0.52916879,0.41983924,0.31588111
7.20000000,0.72500000,0.55714031,0.52548587,0.41585974,0.31388186
7.26666667,0.72500000,0.55363628,0.52185158,0.41194271,0.31190777
7.33333333,0.72500000,0.55017606,0.51826497,0.40808678,0.30995834
7.40000000,0.72500000,0.54675881,0.51472513,0.40429064,0.30803313
7.46666667,0.72500000,0.54338376,0.51123116,0.40055299,0.30613170
7.53333333,0.72500000,0.54005012,0.50778220,0.39687258,0.30425359
7.60000000,0.72500000,0.53675713,0.50437738,0.39324819,0.30239838
7.66666667,0.72500000,0.53350405,0.50101589,0.38967863,0.30056566
7.73333333,0.72500000,0.53029017,0.49769690,0.38616274,0.29875503
7.80000000,0.72500000,0.52711478,0.49441964,0.38269941,0.29696608
7.86666667,0.72500000,0.52397720,0.49118334,0.37928754,0.29519842
7.93333333,0.72500000,0.52087674,0.48798723,0.37592607,0.29345168
8.00000000,0.72500000,0.51781276,0.48483060,0.37261396,0.29172550
0.00000000,0.73750000,1.77304965,1.00000000,1.00000000,1.00598561
0.06666667,0.73750000,1.73828397,1.00000000,1.00000000,0.98626041
0.13333333,0.73750000,1.70485543,1.00000000,1.00000000,0.96729386
0.20000000,0.73750000,1.67268834,1.00000000,1.00000000,0.94904303
0.26666667,0.73750000,1.64171263,1.00000000,1.00000000,0.93146816
0.33333333,0.73750000,1.61186331,1.00000000,1.00000000,0.91453238
0.40000000,0.73750000,1.58308004,1.00000000,1.00000000,0.89820144
0.46666667,0.73750000,1.55530671,1.00000000,1.00000000,0.88244352
0.53333333,0.73750000,1.52849107,1.00000000,1.00000000,0.86722898
0.60000000,0.73750000,1.50258445,1.00000000,1.00000000,0.85253018
0.66666667,0.73750000,1.47754137,1.00000000,1.00000000,0.83832135
0.73333333,0.73750000,1.45331938,1.00000000,1.00000000,0.82457837
0.80000000,0.73750000,1.42987875,1.00000000,1.00000000,0.81127872
0.86666667,0.73750000,1.40718226,1.00000000,1.00000000,0.79840128
0.93333333,0.73750000,1.38519504,1.00000000,1.00000000,0.78592626
1.00000000,0.73750000,1.36388434,1.00000000,1.00000000,0.77383509
1.06666667,0.73750000,1.34321943,1.00000000,1.00000000,0.76211031
1.13333333,0.73750000,1.32317138,1.00000000,1.00000000,0.75073553
1.20000000,0.73750000,1.30371297,1.00000000,1.00000000,0.73969530
1.26666667,0.73750000,1.28481858,1.00000000,1.00000000,0.72897508
1.33333333,0.73750000,1.26646403,1.00000000,1.00000000,0.71856115
1.40000000,0.73750000,1.24862651,1.00000000,1.00000000,0.70844057
1.46666667,0.73750000,1.23128448,1.00000000,1.00000000,0.69860112
1.53333333,0.73750000,1.21441757,1.00000000,1.00000000,0.68903124
1.60000000,0.73750000,1.19800652,1.00000000,1.00000000,0.67972001
1.66666667,0.73750000,1.18203310,1.00000000,1.00000000,0.67065708
1.73333333,0.73750000,1.16648003,1.00000000,1.00000000,0.66183264
1.80000000,0.73750000,1.15133094,1.00000000,1.00000000,0.65323741
1.86666667,0.73750000,1.13657029,1.00000000,1.00000000,0.64486257
1.93333333,0.73750000,1.12218332,1.00000000,1.00000000,0.63669976
2.00000000,0.73750000,1.10815603,1.00000000,1.00000000,0.62874101
2.06666667,0.73750000,1.09447509,1.00000000,1.00000000,0.62097877
2.13333333,0.73750000,1.08112783,1.00000000,1.00000000,0.61340586
2.20000000,0.73750000,1.06810220,1.00000000,1.00000000,0.60601543
2.26666667,0.73750000,1.05538669,1.00000000,1.00000000,0.59880096
2.33333333,0.73750000,1.04297038,1.00000000,1.00000000,0.59175624
2.40000000,0.73750000,1.03084282,1.00000000,1.00000000,0.58487536
2.46666667,0.73750000,1.01899405,1.00000000,1.00000000,0.57815265
2.53333333,0.73750000,1.00741457,1.00000000,1.00000000,0.57158274
2.60000000,0.73750000,0.99609531,0.99570568,0.99414868,0.56516046
2.66666667,0.73750000,0.98502758,0.98354272,0.97762565,0.55888090
2.73333333,0.73750000,0.97420310,0.97166030,0.96155529,0.55273935
2.80000000,0.73750000,0.96361394,0.96004896,0.94592044,0.54673131
2.86666667,0.73750000,0.95325250,0.94869966,0.93070474,0.54085248
2.93333333,0.73750000,0.94311151,0.93760378,0.91589264,0.53509873
3.00000000,0.73750000,0.93318402,0.92675305,0.90146930,0.52946611
3.06666667,0.73750000,0.92346336,0.91613955,0.88742059,0.52395084
3.13333333,0.73750000,0.91394312,0.90575571,0.87373302,0.51854929
3.20000000,0.73750000,0.90461717,0.89559427,0.86039373,0.51325797
3.26666667,0.73750000,0.89547962,0.88564827,0.84739044,0.50807354
3.33333333,0.73750000,0.88652482,0.87591102,0.83471141,0.50299281
3.40000000,0.73750000,0.87774735,0.86637613,0.82234544,0.49801268
3.46666667,0.73750000,0.86914198,0.85703745,0.81028182,0.49313020
3.53333333,0.73750000,0.86070371,0.84788908,0.79851028,0.48834253
3.60000000,0.73750000,0.85242771,0.83892535,0.78702104,0.48364693
3.66666667,0.73750000,0.84430935,0.83014080,0.77580469,0.47904077
3.73333333,0.73750000,0.83634417,0.82153021,0.76485226,0.47452152
3.80000000,0.73750000,0.82852787,0.81308853,0.75415512,0.47008674
3.86666667,0.73750000,0.82085632,0.80481092,0.74370503,0.46573408
3.93333333,0.73750000,0.81332553,0.79669271,0.73349406,0.46146129
4.00000000,0.73750000,0.80593166,0.78872941,0.72351464,0.45726619
4.06666667,0.73750000,0.79867101,0.78091671,0.71375947,0.45314667
4.13333333,0.73750000,0.79154002,0.77325042,0.70422156,0.44910072
4.20000000,0.73750000,0.78453524,0.76572654,0.69489420,0.44512638
4.26666667,0.73750000,0.77765335,0.75834120,0.68577093,0.44122176
4.33333333,0.73750000,0.77089115,0.75109067,0.67684557,0.43738505
4.40000000,0.73750000,0.76424554,0.74397133,0.66811215,0.43361449
4.46666667,0.73750000,0.75771352,0.73697973,0.65956493,0.42990838
4.53333333,0.73750000,0.75129222,0.73011250,0.65119842,0.42626509
4.60000000,0.73750000,0.74497884,0.72336640,0.64300731,0.42268303
4.66666667,0.73750000,0.73877069,0.71673831,0.63498648,0.41916067
4.73333333,0.73750000,0.73266514,0.71022521,0.62713104,0.41569653
4.80000000,0.73750000,0.72665969,0.70382417,0.61943623,0.41228919
4.86666667,0.73750000,0.72075189,0.69753237,0.61189751,0.40893724
4.93333333,0.73750000,0.71493937,0.69134709,0.60451046,0.40563936
5.00000000,0.73750000,0.70921986,0.68526567,0.59727087,0.40239425
5.06666667,0.73750000,0.70359113,0.67928557,0.59017463,0.39920064
5.13333333,0.73750000,0.69805104,0.67340432,0.58321780,0.39605733
5.20000000,0.73750000,0.69259752,0.66761952,0.57639658,0.39296313
5.26666667,0.73750000,0.68722854,0.66192885,0.56970730,0.38991690
5.33333333,0.73750000,0.68194217,0.65633007,0.56314641,0.38691754
5.40000000,0.73750000,0.67673651,0.65082101,0.55671049,0.38396397
5.46666667,0.73750000,0.67160971,0.64539956,0.55039623,0.38105516
5.53333333,0.73750000,0.66656002,0.64006368,0.54420044,0.37819008
5.60000000,0.73750000,0.66158569,0.63481139,0.53812002,0.37536777
5.66666667,0.73750000,0.65668505,0.62964078,0.53215200,0.37258726
5.73333333,0.73750000,0.65185649,0.62454997,0.52629348,0.36984765
5.80000000,0.73750000,0.64709841,0.61953717,0.52054167,0.36714803
5.86666667,0.73750000,0.64240929,0.61460062,0.51489387,0.36448754
5.93333333,0.73750000,0.63778764,0.60973863,0.50934747,0.36186533
6.00000000,0.73750000,0.63323202,0.60494954,0.50389993,0.35928058
6.06666667,0.73750000,0.62874101,0.60023175,0.49854881,0.35673249
6.13333333,0.73750000,0.62431326,0.59558371,0.49329173,0.35422029
6.20000000,0.73750000,0.61994743,0.59100390,0.48812640,0.35174322
6.26666667,0.73750000,0.61564224,0.58649086,0.48305058,0.34930056
6.33333333,0.73750000,0.61139643,0.58204316,0.47806214,0.34689159
6.40000000,0.73750000,0.60720878,0.57765941,0.47315896,0.34451562
6.46666667,0.73750000,0.60307811,0.57333826,0.46833903,0.34217198
6.53333333,0.73750000,0.59900326,0.56907840,0.46360037,0.33986000
6.60000000,0.73750000,0.59498310,0.56487856,0.45894110,0.33757907
6.66666667,0.73750000,0.59101655,0.56073751,0.45435934,0.33532854
6.73333333,0.73750000,0.58710253,0.55665402,0.44985332,0.33310782
6.80000000,0.73750000,0.58324001,0.55262693,0.44542129,0.33091632
6.86666667,0.73750000,0.57942799,0.54865509,0.44106156,0.32875347
6.93333333,0.73750000,0.57566547,0.54473740,0.43677248,0.32661871
7.00000000,0.73750000,0.57195150,0.54087278,0.43255248,0.32451149
7.06666667,0.73750000,0.56828514,0.53706015,0.42839999,0.32243129
7.13333333,0.73750000,0.56466549,0.53329851,0.42431352,0.32037758
7.20000000,0.73750000,0.56109166,0.52958685,0.42029161,0.31834988
7.26666667,0.73750000,0.55756278,0.52592420,0.41633284,0.31634768
7.33333333,0.73750000,0.55407801,0.52230960,0.41243582,0.31437050
7.40000000,0.73750000,0.55063654,0.51874214,0.40859922,0.31241789
7.46666667,0.73750000,0.54723754,0.51522090,0.40482174,0.31048939
7.53333333,0.73750000,0.54388026,0.51174502,0.40110211,0.30858454
7.60000000,0.73750000,0.54056392,0.50831363,0.39743909,0.30670293
7.66666667,0.73750000,0.53728777,0.50492590,0.39383149,0.30484413
7.73333333,0.73750000,0.53405110,0.50158102,0.39027813,0.30300772
7.80000000,0.73750000,0.53085319,0.49827818,0.38677789,0.30119330
7.86666667,0.73750000,0.52769335,0.49501662,0.38332966,0.29940048
7.93333333,0.73750000,0.52457090,0.49179557,0.37993237,0.29762888
8.00000000,0.73750000,0.52148519,0.48861430,0.37658496,0.29587812
0.00000000,0.75000000,1.78571429,1.00000000,1.00000000,1.02040816
0.06666667,0.75000000,1.75070028,1.00000000,1.00000000,1.00040016
0.13333333,0.75000000,1.71703297,1.00000000,1.00000000,0.98116170
0.20000000,0.75000000,1.68463612,1.00000000,1.00000000,0.96264921
0.26666667,0.75000000,1.65343915,1.00000000,1.00000000,0.94482237
